Type of property,State of the property,Locality,Postal Code,Price,Number of bedrooms,Number of bathrooms,Living area,Construction year,Furnished,Number of facades,Number of floors,EPB,Energy class,Fully equipped kitchen,Terrace,Terrace area,Garden,Garden area,Swimming pool,Garage,Bike storage,Balcony,Cellar,Attic,Floor of apartment,Elevator,Air conditioning,Alarm,Access for disabled,Type of heating,URL
Apartment,New,Bastogne,6600,289000,2,1,98,2025,0,,5,,,,1,9,,,,,1,,,,1,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/6600/bastogne/vbc91611
Apartment,,Braine-le-Comte,7090,224870,2,0,87,,,4,,,,,1,8,,,,,0,,0,0,1,,,,,,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbc91417
Apartment,,Houdeng-Aimeries,7110,98000,,1,,,,,,,,,,,,,0,,0,,0,1,2,,,,,,https://immovlan.be/en/detail/apartment/for-sale/7110/houdeng-aimeries/vbc49149
Apartment,Excellent,Tournai,7500,215000,1,1,72,,0,,,156,D+,1,,,,,,,,,,,0,0,,1,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbc91565
Apartment,Normal,Mouscron,7700,89000,1,1,47,1981,0,2,,500,G,,,,,,,,0,,0,,,1,,,,Electricity,https://immovlan.be/en/detail/apartment/for-sale/7700/mouscron/vbc91632
Apartment,,Enghien,7850,215000,2,1,106,,,2,,253,E-,,,,,,,,0,,0,,1,,,,,,https://immovlan.be/en/detail/apartment/for-sale/7850/enghien/vbc91511
Apartment,Excellent,Assebroek,8310,330000,2,2,112,,,2,,200,D-,,1,,,,0,1,0,,0,0,4,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/8310/assebroek/rbt72411
Apartment,,Blankenberge,8370,220000,4,1,86,1966,,,2,274,E-,,,,1,,0,,0,,0,1,2,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rbt66205
Apartment,,Blankenberge,8370,239900,1,1,136,,,,2,338,F,,1,,1,,,1,0,,0,0,1,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rbt66206
Apartment,,Blankenberge,8370,499900,3,2,225,2025,,,3,,,,1,,1,,0,1,0,,0,0,3,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rbt70306
Apartment,,Oostende,8400,315000,1,1,,,1,,,,,,1,22,,,,,,,,,5,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72273
Apartment,Normal,Oostende,8400,175000,1,1,73,,0,,,95,C+,,1,30,,,,,,,,,,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72275
Apartment,,Oostende,8400,340000,2,1,106,,0,,,92,B-,,1,15,,,,1,,,,,,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72276
Apartment,,Oostende,8400,235000,2,1,115,,1,,,187,D,,1,8,,,,1,,,,,4,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72278
Apartment,Normal,Oostende,8400,179000,2,1,75,1969,0,2,6,130,C,1,1,5,,,0,,,,,,1,1,,,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72284
Apartment,,Oostende,8400,550000,3,0,,1918,,,,255,E-,,,,,,0,,0,,0,0,0,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72365
Apartment,,Oostende,8400,137000,1,1,41,1995,,2,5,137,C-,,,,,,0,,0,,0,0,2,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72366
Apartment,,Oostende,8400,295000,2,1,86,1988,,,5,242,E,,1,8,,,0,,0,,0,0,4,1,,,,Electricity,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbt72367
Apartment,New,Middelkerke,8430,310000,1,1,74,2023,0,,5,82,B-,,,,,,,1,0,,0,0,,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/8430/middelkerke/rbt68093
Apartment,Excellent,Bredene,8450,395000,2,1,96,,,,,92,B-,,1,31,,,,1,,,,,,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8450/bredene/rbt72274
Apartment,Excellent,Bredene,8450,199000,2,1,63,1970,,,3,164,D+,,1,,,,0,,0,1,0,0,2,,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/8450/bredene/rbt72452
Apartment,New,Gistel,8470,358500,3,1,130,2024,0,2,4,,,1,1,13,,,,,,,,,1,1,,,,Hot air,https://immovlan.be/en/detail/apartment/for-sale/8470/gistel/rbt72676
Apartment,New,Kuurne,8520,,2,1,121,2025,,2,2,,,,1,45,1,,0,1,0,,0,0,1,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/8520/kuurne/rbt72382
Apartment,Excellent,Harelbeke,8530,259000,2,1,,,,,,292,F,,1,,1,,0,1,0,,0,0,2,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/8530/harelbeke/rbt72384
Apartment,Excellent,Diksmuide,8600,325000,2,1,181,,0,,,313,F,,1,60,,,,1,,,,,,,,,,,https://immovlan.be/en/detail/apartment/for-sale/8600/diksmuide/rbt72280
Apartment,Excellent,Nieuwpoort,8620,189000,1,1,50,2002,1,,8,145,C-,,1,,1,,0,,0,,0,0,4,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbt66200
Apartment,,Nieuwpoort,8620,185000,1,1,55,2001,,,,306,F,,1,6,,,0,,0,0,0,0,,0,0,0,0,Electricity,https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbt69334
Apartment,Normal,Nieuwpoort,8620,195000,1,1,42,1988,1,,10,298,F,,1,,,,,,,,0,0,9,1,,,0,Electricity,https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbt72254
Apartment,,De,8660,310000,3,2,88,1992,,,5,111,C+,1,1,,,,0,,0,0,0,0,2,1,0,0,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/8660/de-panne/rbt02925
Apartment,Normal,Koksijde,8670,170000,1,1,48,1999,,,7,166,D+,,1,,,,,1,,,0,0,5,1,,,0,Electricity,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbt72263
Apartment,Fully renovated,Koksijde,8670,219500,1,1,45,,1,,5,198,D-,,1,,,,,,,,0,,1,1,1,,0,Electricity,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbt72527
Apartment,Fully renovated,Koksijde,8670,415000,3,1,85,,,,,169,D+,,,,,,,,,,1,,1,1,,,0,Hot air,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbt72529
Apartment,Normal,Koksijde,8670,199000,2,1,58,,,,5,313,F,,,,,,,,,,0,,,1,,,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbt72531
Apartment,Excellent,Tielt,8700,665000,3,4,317,2002,,4,,192,D-,,1,66,1,,0,,0,,0,0,2,,1,,,,https://immovlan.be/en/detail/apartment/for-sale/8700/tielt/rbt72388
Apartment,Normal,Waregem,8790,169000,1,1,58,2006,0,2,3,169,D+,1,1,,,,1,1,,,,,3,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/8790/waregem/rbt72476
Apartment,Fully renovated,Roeselare,8800,174000,2,1,79,1974,,2,4,291,F,,1,,1,,,1,0,1,0,0,4,1,1,,,,https://immovlan.be/en/detail/apartment/for-sale/8800/roeselare/rbt45961
Apartment,,Roeselare,8800,178000,1,1,,2016,,,,149,C-,,1,1,1,,0,,0,0,0,0,0,0,0,0,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/8800/roeselare/rbt65359
Apartment,,Roeselare,8800,267000,2,1,103,2021,,,,97,C+,,,,,,,,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/8800/roeselare/rbt72491
Apartment,New,Torhout,8820,269000,2,1,92,2024,,3,2,,,,1,,1,,0,,0,,0,0,0,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/8820/torhout/rbt72446
Apartment,Excellent,Hooglede,8830,235000,2,1,95,1995,,,3,89,B-,,1,42,1,,0,1,0,,0,0,1,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/8830/hooglede/rbt72370
Apartment,To be renovated,Izegem,8870,155000,2,1,81,1989,,2,3,200,D-,,1,,,,0,,0,,0,0,1,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/8870/izegem/rbt72376
Apartment,Normal,Wervik,8940,149000,2,1,90,1981,,2,2,290,F,1,1,,,,0,1,1,,0,1,1,1,0,0,1,Gas,https://immovlan.be/en/detail/apartment/for-sale/8940/wervik/rwc38486
Apartment,Normal,Gent,9000,325000,21,1,72,2006,0,4,,427,G,1,1,20,1,38,0,,,,,,,1,,,0,Electricity,https://immovlan.be/en/detail/apartment/for-sale/9000/gent/rbt72292
Apartment,Excellent,Temse,9140,309000,2,1,90,2022,,3,3,38,A-,,1,,,,,1,,,,,1,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/9140/temse/rbt68509
Apartment,Normal,Dendermonde,9200,240000,2,1,96,1977,,,,109,C+,,1,19,,,,,,,0,,2,1,,,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/9200/dendermonde/rbt72654
Apartment,Normal,Laarne,9270,349000,4,2,130,,,2,,246,E,,1,10,1,,0,1,0,,0,0,3,,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/9270/laarne/rbt67134
Apartment,To be renovated,Aalst,9300,215000,2,1,137,,,,,141,C-,,1,9,,,0,,0,,0,0,1,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt72407
Apartment,Excellent,Zottegem,9620,230000,2,1,83,2015,,2,2,99,C+,,,,,,0,1,0,,0,0,0,1,,,,,https://immovlan.be/en/detail/apartment/for-sale/9620/zottegem/rbt72433
Apartment,Normal,Oudenaarde,9700,295000,2,1,98,2014,0,3,,63,B,,1,,,,,,0,,0,,2,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbt72524
Apartment,Normal,Oudenaarde,9700,325000,1,1,66,,0,,,88,B-,,,,,,,,0,,0,,3,1,,,,Gas,https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbt72526
Apartment,,Zulte,9870,219000,2,1,116,2009,,,,60,B+,,,,,,,,0,1,0,,2,1,0,0,0,Gas,https://immovlan.be/en/detail/apartment/for-sale/9870/zulte/rbt72496
Apartment,Normal,Eeklo,9900,215000,2,1,100,1991,0,,3,279,F,,1,,,,,1,,,0,0,3,1,,,0,Electricity,https://immovlan.be/en/detail/apartment/for-sale/9900/eeklo/rbt72257
Apartment,New,Evergem,9940,310000,1,1,75,2025,0,2,,,,1,1,17,,,0,1,,,1,,1,1,,,0,Hot air,https://immovlan.be/en/detail/apartment/for-sale/9940/evergem/rbt72225
Apartment,New,Evergem,9940,395000,2,1,113,2025,0,2,,,,1,1,9,,,0,1,,,1,,1,1,,,0,Hot air,https://immovlan.be/en/detail/apartment/for-sale/9940/evergem/rbt72227
Apartment,New,Evergem,9940,315000,2,1,75,2025,0,2,,,,1,1,17,,,0,1,,,1,,2,1,,,0,Hot air,https://immovlan.be/en/detail/apartment/for-sale/9940/evergem/rbt72229
Apartment,New,Kluizen,9940,367500,2,1,99,2024,0,2,,,,,1,21,,,,,0,,0,0,1,1,,,,Electricity,https://immovlan.be/en/detail/apartment/for-sale/9940/kluizen/rbt68849
Apartment,New,Kluizen,9940,385500,3,1,137,2024,0,2,3,,,,1,6,,,,,0,,0,0,2,1,,,,Electricity,https://immovlan.be/en/detail/apartment/for-sale/9940/kluizen/rbt68850
Apartment,New,Kluizen,9940,349500,2,1,88,2024,0,2,,,,,1,21,,,,,0,,0,0,1,1,,,,Electricity,https://immovlan.be/en/detail/apartment/for-sale/9940/kluizen/rbt68851
Apartment,New,Sleidinge,9940,395000,2,1,113,2025,0,2,,,,1,1,9,,,0,1,,,1,,1,1,,,0,Hot air,https://immovlan.be/en/detail/apartment/for-sale/9940/sleidinge/rbt72216
Apartment,New,Sleidinge,9940,315000,2,1,75,2025,0,2,,,,1,1,17,,,0,1,,,1,,2,1,,,0,Hot air,https://immovlan.be/en/detail/apartment/for-sale/9940/sleidinge/rbt72219
Apartment,New,Sleidinge,9940,310000,1,1,75,2025,0,2,,,,1,1,17,,,0,1,,,1,,1,1,,,0,Hot air,https://immovlan.be/en/detail/apartment/for-sale/9940/sleidinge/rbt72221
Apartment,,Maldegem,9990,295000,2,1,84,2004,,,3,0,A+,1,,,,,0,1,0,0,0,0,2,0,0,0,0,,https://immovlan.be/en/detail/apartment/for-sale/9990/maldegem/rbt69345
Bungalow,To be renovated,Orp-le-Grand,1350,,3,1,110,1974,0,4,1,527,G,,,,1,678,0,1,,,,,,0,,,1,Fuel oil,https://immovlan.be/en/detail/bungalow/for-sale/1350/orp-le-grand/vbc91426
Bungalow,,Haacht,3150,90000,3,1,120,1971,,4,,433,G,,1,,1,841,,,,,,,,,,,,,https://immovlan.be/en/detail/bungalow/for-sale/3150/haacht/rbt72645
Bungalow,To be renovated,Lonzée,5030,230000,3,1,102,1970,0,,,870,G,,1,36,1,900,,1,0,,0,0,,0,,,,Electricity,https://immovlan.be/en/detail/bungalow/for-sale/5030/lonzee/vbc88347
Bungalow,To be renovated,Loppem,8210,315000,3,1,142,1970,,,,805,G,,,,,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/bungalow/for-sale/8210/loppem/rbt72456
Bungalow,To renovate,Lede,9340,315000,3,1,131,1986,0,4,,648,G,1,1,,1,258,,1,,,,1,,0,,,0,Electricity,https://immovlan.be/en/detail/bungalow/for-sale/9340/lede/rbt72673
Chalet,,Blaimont,5542,67000,2,1,40,,1,,,,,,1,,1,,1,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/chalet/for-sale/5542/blaimont/rbt72357
Chalet,Excellent,Durbuy,6940,219000,2,1,45,1964,1,4,1,,,,,,1,1270,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/chalet/for-sale/6940/durbuy/rbt72660
Chalet,Excellent,Rendeux,6987,249000,3,2,100,1978,1,4,2,249,E,,1,20,1,750,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/chalet/for-sale/6987/rendeux/rbt72661
Chalet,Excellent,Blankenberge,8370,95000,3,2,40,,1,4,1,,,1,1,,1,,0,,,,,,,0,,,0,Electricity,https://immovlan.be/en/detail/chalet/for-sale/8370/blankenberge/rbt72236
Cottage,Normal,Meerbeek,3078,795000,3,2,245,1977,,,,295,F,,1,,1,,,1,,,1,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/cottage/for-sale/3078/meerbeek/rbt72253
Cottage,To restore,Berloz,4257,149000,3,0,221,,,2,,,,,,,1,600,,1,,,,,,0,,,0,,https://immovlan.be/en/detail/cottage/for-sale/4257/berloz/vbc91571
Cottage,To restore,Rosoux-Crenwick,4257,99000,3,0,258,,,4,2,,,,,,1,150,,,,,1,,,0,,,0,,https://immovlan.be/en/detail/cottage/for-sale/4257/rosoux-crenwick/vbc91570
Duplex,Excellent,Brussels,1000,299000,1,1,55,2017,0,2,4,119,C,1,,,,,0,,,,1,,3,1,,,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vbc89694
Duplex,Normal,Laken,1020,315000,5,2,160,,0,2,3,247,E,1,1,3,,,,,,,,1,2,0,,,,Gas,https://immovlan.be/en/detail/duplex/for-sale/1020/laken/vbc91314
Duplex,Normal,Laken,1020,315000,4,2,160,,0,2,3,247,E,1,1,3,,,,,,,,1,2,0,,,,Gas,https://immovlan.be/en/detail/duplex/for-sale/1020/laken/vbc91315
Duplex,New,Schaarbeek,1030,389000,1,1,72,2026,0,2,5,46,B+,1,1,,1,67,0,,,,1,,0,1,,,1,,https://immovlan.be/en/detail/duplex/for-sale/1030/schaarbeek/vbc91347
Duplex,New,Evere,1140,380000,3,2,110,2024,0,2,4,41,A-,1,1,21,1,,0,,,,1,,0,0,,,0,,https://immovlan.be/en/detail/duplex/for-sale/1140/evere/vbc91409
Duplex,Excellent,Genval,1332,495000,3,2,124,2012,0,3,3,117,C,1,1,15,1,160,0,1,,,1,,0,0,,1,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/1332/genval/vbc91320
Duplex,Excellent,Antwerp,2000,475000,2,2,85,2022,0,2,2,79,B-,1,1,6,,,,,,,1,,1,1,,,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/2000/antwerp/rbt72683
Duplex,Excellent,Zolder,3550,337000,3,2,156,2005,0,,,148,C-,,1,25,,,0,,0,,0,1,,,,0,,Gas,https://immovlan.be/en/detail/duplex/for-sale/3550/zolder/rbt69836
Duplex,To be renovated,Seraing,4100,175000,2,1,90,,0,,2,,,,1,7,,,,1,,,,,,0,,,0,,https://immovlan.be/en/detail/duplex/for-sale/4100/seraing/vbc91625
Duplex,Normal,Andenne,5300,165000,2,2,94,2007,0,,2,154,D+,1,,,1,,0,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/5300/andenne/vbc91307
Duplex,Excellent,Jumet,6040,149000,2,2,78,,0,2,2,332,F,1,,,,,,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/6040/jumet/vbc91628
Duplex,Excellent,La,7100,210000,4,2,176,,0,2,2,134,C-,1,1,,,,,,,1,1,,4,1,,,1,Gas,https://immovlan.be/en/detail/duplex/for-sale/7100/la-louviere/vbc88944
Duplex,Excellent,Knokke,8300,695000,2,1,80,1997,,,6,98,C+,,1,,,,0,,0,,0,0,6,1,,,,Gas,https://immovlan.be/en/detail/duplex/for-sale/8300/knokke/rbt72397
Duplex,,De,8660,329000,3,1,103,2007,,,8,112,C+,1,1,,,,,,0,1,,0,5,1,0,0,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/8660/de-panne/rbt41665
Duplex,,Roeselare,8800,277000,2,1,93,2021,,,,85,B-,,,,,,,,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/8800/roeselare/rbt72490
Duplex,New,Eeklo,9900,339000,2,1,127,2025,,,4,,,,1,,,,,,,,1,0,4,0,,,0,Gas,https://immovlan.be/en/detail/duplex/for-sale/9900/eeklo/rbt72259
Ground,To renovate,Laken,1020,229000,3,1,105,1973,0,2,6,386,G,1,1,15,,,0,,,,1,,0,1,,,0,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/1020/laken/vbc91325
Ground,,Evere,1140,329000,1,2,90,1950,0,2,1,271,E-,,1,30,1,170,,,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/1140/evere/vbc91374
Ground,Normal,Sint-Lambrechts-Woluwe,1200,395000,2,1,98,2009,,,4,147,C-,1,1,30,,,0,,,,,,0,1,,,0,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/1200/sint-lambrechts-woluwe/vbc88713
Ground,Normal,Groot-Bijgaarden,1702,370000,2,1,180,1975,,,3,513,G,,1,65,1,90,,,,,1,0,,1,,,0,Electricity,https://immovlan.be/en/detail/ground-floor/for-sale/1702/groot-bijgaarden/rbt72258
Ground,Normal,Boechout,2530,265000,2,1,77,1969,,,2,257,E-,,,,1,,,,,,0,0,,0,,,0,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/2530/boechout/rbt63373
Ground,Normal,Berchem,2600,275000,1,1,79,1963,0,2,,287,F,,1,,1,,,,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/2600/berchem/rbt72410
Ground,,Edegem,2650,275000,2,1,71,1954,0,,,250,E,,,,,,,,0,,0,0,,0,,,,,https://immovlan.be/en/detail/ground-floor/for-sale/2650/edegem/rbt66872
Ground,New,Blaasveld,2830,335389,2,1,95,,,2,,,,1,1,20,1,50,,1,,,,,0,,,,,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/2830/blaasveld/rbt72302
Ground,New,Blaasveld,2830,340364,2,1,98,,,3,,,,1,1,20,1,48,,1,,,,,0,,,,,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/2830/blaasveld/rbt72303
Ground,To renovate,Liege,4000,125000,1,1,73,1940,,4,2,332,F,1,1,,1,92,0,,,,,,,0,,,1,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/4000/liege/vbc91286
Ground,To renovate,Ath,7800,140000,1,2,62,,0,2,,303,F,,1,,,,,,,,,,,1,,,,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/7800/ath/vbc73015
Ground,,Brugge,8000,239000,2,1,,1970,,,,,,,1,10,,,,1,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/8000/brugge/rbt72484
Ground,,Brugge,8000,249000,2,1,,1970,,,,,,,1,10,,,,1,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/ground-floor/for-sale/8000/brugge/rbt72485
Ground,,Roeselare,8800,175000,2,2,93,1994,,,,285,F,,1,,,,0,1,0,0,0,0,0,0,0,0,0,Electricity,https://immovlan.be/en/detail/ground-floor/for-sale/8800/roeselare/rbt68306
Ground,New,Evergem,9940,300000,1,1,80,2025,0,2,,,,1,1,15,,,0,1,,,1,,0,1,,,0,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbt72223
Ground,New,Evergem,9940,385000,2,2,103,2025,0,2,,,,1,1,21,,,0,1,,,1,,0,1,,,0,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbt72224
Ground,New,Evergem,9940,435000,3,2,146,2025,0,2,,,,1,1,29,,,0,1,,,1,,0,1,,,0,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbt72226
Ground,New,Evergem,9940,385000,2,2,103,2025,0,2,,,,1,1,36,,,0,1,,,1,,0,1,,,0,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbt72230
Ground,New,Sleidinge,9940,435000,3,2,146,2025,0,2,,,,1,1,29,,,0,1,,,1,,0,1,,,0,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbt72217
Ground,New,Sleidinge,9940,385000,2,2,103,2025,0,2,,,,1,1,36,,,0,1,,,1,,0,1,,,0,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbt72218
Ground,New,Sleidinge,9940,385000,2,2,103,2025,0,2,,,,1,1,21,,,0,1,,,1,,0,1,,,0,Hot air,https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbt72220
Loft,Normal,Brussels,1000,845000,3,3,315,1897,0,2,4,249,E,1,1,31,,,,1,,,1,,1,1,,1,0,,https://immovlan.be/en/detail/loft/for-sale/1000/brussels/vbc91488
Loft,New,Liege,4000,275000,2,0,102,2022,0,,6,63,B,,1,6,,,,,,,,,3,,,,,,https://immovlan.be/en/detail/loft/for-sale/4000/liege/vbc91608
Master,Excellent,Brussels,1000,1290000,4,2,268,,,2,,177,D,1,1,23,1,,0,,0,,1,1,,0,0,0,0,Gas,https://immovlan.be/en/detail/master-house/for-sale/1000/brussels/vwd13928
Master,Excellent,Schaarbeek,1030,895000,6,4,404,1850,,2,3,342,F,1,1,8,1,110,0,1,,,1,1,,0,,1,0,Gas,https://immovlan.be/en/detail/master-house/for-sale/1030/schaarbeek/vbc91331
Master,To be renovated,Ellezelles,7890,595000,5,3,550,1894,,4,2,399,G,1,1,,1,,0,1,,,1,1,,0,,1,,Fuel oil,https://immovlan.be/en/detail/master-house/for-sale/7890/ellezelles/rbt68420
Master,To be renovated,Kluisbergen,9690,400000,5,0,398,1693,,,,1176,G,,,,1,,0,,0,,0,0,,,,,,,https://immovlan.be/en/detail/master-house/for-sale/9690/kluisbergen/rbt72435
Mixed,Normal,Sint-Truiden,3800,259000,5,2,149,1952,0,2,,,,,,,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/mixed-building/for-sale/3800/sint-truiden/rbt72681
Mixed,,Liege,4020,535000,10,5,361,1918,0,3,3,184,D,1,1,30,,,0,1,,,1,,,0,,,0,Gas,https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbc91289
Mixed,To renovate,Grivegnée,4030,350000,4,3,243,1976,0,2,3,334,F,1,1,12,1,40,0,1,,,,,,0,,,1,Gas,https://immovlan.be/en/detail/mixed-building/for-sale/4030/grivegnee/vbc91429
Mixed,To renovate,Grâce-Hollogne,4460,99000,2,1,61,,0,3,1,553,G,1,,,,,0,1,,,1,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/mixed-building/for-sale/4460/grace-hollogne/vbc91295
Mixed,Normal,Belgrade,5001,148000,1,1,40,,,3,,,,,,,,,,,,,,,,,0,,,Gas,https://immovlan.be/en/detail/mixed-building/for-sale/5001/belgrade/vwd13934
Mixed,Normal,Charleroi,6000,358000,6,6,159,1980,0,2,3,,,,,,,,0,,,,,,,0,,,0,,https://immovlan.be/en/detail/mixed-building/for-sale/6000/charleroi/vbc91427
Mixed,To restore,Montignies-sur-Sambre,6061,220000,7,3,300,,0,2,,800,G,,1,,1,10,,1,,,,1,,,,,,,https://immovlan.be/en/detail/mixed-building/for-sale/6061/montignies-sur-sambre/vbc91238
Mixed,Normal,Courcelles,6180,230000,3,3,190,,0,2,2,391,G,,1,30,1,,,1,,,1,,,0,,,,Gas,https://immovlan.be/en/detail/mixed-building/for-sale/6180/courcelles/vbc91620
Mixed,Normal,Strée,6511,197500,3,2,241,,,3,1,462,G,,1,87,1,662,,1,,,,,,,,,,,https://immovlan.be/en/detail/mixed-building/for-sale/6511/stree/vbc89216
Mixed,Normal,Libramont-Chevigny,6800,349000,8,390,175,,0,3,,315,F,1,1,16,1,131,0,1,,,1,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/mixed-building/for-sale/6800/libramont-chevigny/vbc87224
Mixed,Normal,Paliseul,6850,389000,3,5,260,1875,0,3,,234,E,1,1,24,1,200,0,,,,,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/mixed-building/for-sale/6850/paliseul/vbc87783
Mixed,Normal,Haine-Saint-Pierre,7100,285000,0,0,664,,,2,,,,,,,,,,,,,,,,,1,1,,,https://immovlan.be/en/detail/mixed-building/for-sale/7100/haine-saint-pierre/vwd13929
Mixed,To be renovated,Tournai,7500,230000,5,3,518,1950,0,3,3,517,G,,1,66,,,0,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/vbc88499
Mixed,To be renovated,Izegem,8870,245000,4,2,255,,,2,,408,G,,,,1,,0,,0,,0,1,,,,,,Fuel oil,https://immovlan.be/en/detail/mixed-building/for-sale/8870/izegem/rbt72378
Mixed,Normal,Lede,9340,579000,2,1,170,1959,0,3,,211,E+,,1,12,1,586,,1,,,1,,,,,1,,Gas,https://immovlan.be/en/detail/mixed-building/for-sale/9340/lede/rbt72674
Penthouse,Excellent,Laken,1020,300000,2,2,130,2002,0,2,4,340,F,1,1,30,,,0,1,,,1,,4,1,,,1,,https://immovlan.be/en/detail/penthouse/for-sale/1020/laken/vbc91365
Penthouse,Excellent,Ukkel,1180,429000,2,1,82,1970,0,2,7,250,E,1,1,20,,,,,,,1,,7,1,1,,1,,https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/vbc91574
Penthouse,Excellent,Sint-Lambrechts-Woluwe,1200,495000,2,2,100,2017,0,3,7,53,B+,1,1,37,,,,,,,,,7,1,,,0,Hot air,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbc91536
Penthouse,New,Zandhoven,2240,362000,2,1,96,2023,0,2,2,,,,1,19,,,,,0,,0,,2,1,,,,,https://immovlan.be/en/detail/penthouse/for-sale/2240/zandhoven/rbt72750
