Type of property,State of the property,Locality,Postal Code,Price,Number of bedrooms,Number of bathrooms,Living area,Construction year,Furnished,Number of facades,Number of floors,EPB,Energy class,Fully equipped kitchen,Terrace,Terrace area,Garden,Garden area,Swimming pool,Garage,Bike storage,Balcony,Cellar,Attic,Floor of apartment,Elevator,Air conditioning,Alarm,Access for disabled,Type of heating,URL
Residence,Normal,Romsée,4624,370000,4,2,180,1950,0,3,1,266,E-,1,1,75,1,175,,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/4624/romsee/vbc91759
Residence,New,Eupen,4700,,3,2,133,,0,2,,,,,1,16,1,20,,,1,,,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/4700/eupen/vbc91612
Residence,,Kelmis,4720,215000,3,1,95,1958,,,,,,,,,1,337,,,0,,0,,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/4720/kelmis/vbc91753
Residence,,Verviers,4800,369000,5,1,233,,,2,,229,E+,,1,7,,,,1,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc91317
Residence,Normal,Stembert,4801,170000,4,1,,,,4,2,,,,1,,1,,0,1,,,,,,0,,,0,,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc91292
Residence,To restore,Aywaille,4920,270000,4,2,,,0,4,1,187,D,,,,1,,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/4920/aywaille/vbc91593
Residence,Excellent,Lierneux,4990,985000,14,6,,1900,0,4,,214,E+,1,1,,1,,,,,,,,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/4990/lierneux/vbc91463
Residence,To renovate,Namur,5000,275000,3,2,150,,0,4,2,402,G,,1,,,,0,1,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/5000/namur/vbc88148
Residence,,Boninne,5021,475000,5,3,223,1850,0,4,,368,G,,1,30,1,1432,,1,0,,0,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5021/boninne/vbc91586
Residence,Normal,Moustier-Sur-Sambre,5190,249000,5,1,208,1920,0,3,4,418,G,1,1,28,1,1387,0,1,,,1,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5190/moustier-sur-sambre/vbc78966
Residence,,Moustier-Sur-Sambre,5190,335500,3,2,212,,,2,,84,B-,1,1,14,1,71,,1,,,,,,,,,,Hot air,https://immovlan.be/en/detail/residence/for-sale/5190/moustier-sur-sambre/vbc89196
Residence,To be renovated,Andenne,5300,195000,3,2,140,1950,0,2,3,446,G,,1,6,1,,,,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbc89366
Residence,Excellent,Somme-Leuze,5377,520000,4,3,292,1999,0,4,2,132,C-,1,1,24,1,2900,0,1,,,,1,,0,,1,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5377/somme-leuze/vbc88699
Residence,Normal,Hastière-par-delà,5541,69000,2,1,72,1975,1,4,,825,G,,1,20,1,241,,1,0,,0,0,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5541/hastiere-par-dela/vbc91363
Residence,,Beauraing,5570,315000,1,1,,1860,0,3,,454,G,,,,1,1395,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/5570/beauraing/vbc91477
Residence,Excellent,Felenne,5570,380000,3,3,251,,0,4,2,380,G,1,1,,1,1193,,,,,,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/5570/felenne/vbc91639
Residence,Normal,Winenne,5570,198000,3,1,167,,0,2,2,500,G,1,1,,1,493,,1,,,1,1,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5570/winenne/vbc91562
Residence,To be renovated,Willerzie,5575,240000,5,2,144,1979,0,4,1,321,F,1,1,20,1,,,1,,,,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5575/willerzie/vbc89368
Residence,Normal,Rochefort,5580,229000,3,2,162,,0,2,3,220,E+,1,1,,1,,,1,,,,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbc91749
Residence,Normal,Cerfontaine,5630,189000,3,2,218,,0,3,,360,G,,,,,,,1,0,,0,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/5630/cerfontaine/vbc91715
Residence,To renovate,Walcourt,5650,99000,2,1,89,,1,4,,785,G,1,1,,1,,,1,,,,,,,,,,Wood,https://immovlan.be/en/detail/residence/for-sale/5650/walcourt/vbc45914
Residence,To renovate,Charleroi,6000,109000,2,1,112,,,2,,282,F,,1,,1,,,,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbc89510
Residence,To renovate,Marcinelle,6001,139000,3,1,193,,0,2,2,461,G,,1,,1,,0,,,,1,1,,0,,,0,,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc87318
Residence,To be renovated,Marcinelle,6001,125000,4,2,,,0,2,2,118,C,,,,,,,,0,,0,1,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc89444
Residence,Normal,Couillet,6010,179000,5,2,140,,0,3,1,493,G,,1,6,,,0,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbc75085
Residence,,Couillet,6010,118000,3,1,128,,,2,,441,G,,1,15,1,150,,,0,,0,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbc91474
Residence,To be renovated,Marchienne-au-Pont,6030,169000,6,2,230,,0,2,,805,G,,,,1,,,1,,,,1,,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc91245
Residence,Normal,Marchienne-au-Pont,6030,199999,2,1,120,1948,0,3,3,768,G,1,1,25,,,,,,,1,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc91515
Residence,Excellent,Monceau-sur-Sambre,6031,175000,4,1,131,,,2,,242,E,1,1,23,,,,,1,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vwd13936
Residence,,Jumet,6040,149000,2,1,138,,,2,3,261,E-,,,,,,,,0,,0,,,,,1,,Gas,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc91547
Residence,Excellent,Ransart,6043,279000,3,2,139,2001,0,4,,122,C,1,1,11,1,,0,1,,,,,,0,1,1,1,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc89441
Residence,To be renovated,Gilly,6060,59000,4,0,122,,,2,,619,G,,,,1,,,,,,1,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vwd12849
Residence,Normal,Gilly,6060,189000,3,1,121,,,3,,394,G,1,,,1,,,1,,,1,1,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vwd13931
Residence,To be renovated,Montignies-sur-Sambre,6061,169900,3,1,157,,0,3,,262,E-,1,1,,1,,,1,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc91244
Residence,,Montigny-le-Tilleul,6110,2390000,7,5,1400,,,4,,81,B-,,1,100,1,4000,,1,0,,0,,,,,,,Hot air,https://immovlan.be/en/detail/residence/for-sale/6110/montigny-le-tilleul/vbc91475
Residence,,Souvret,6182,260000,3,0,,,,,,414,G,,,,,,,,0,,0,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6182/souvret/vbc91633
Residence,Normal,Châtelet,6200,219000,4,2,192,,,2,,331,F,,1,40,1,252,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6200/chatelet/vbc91549
Residence,To be renovated,Châtelet,6200,100000,3,1,,,,2,,361,G,,,,,,,,0,,0,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6200/chatelet/vbc91750
Residence,To be renovated,Châtelet,6200,129000,2,0,160,,,,,750,G,1,,,,,,,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6200/chatelet/vwd13811
Residence,Normal,Châtelineau,6200,219000,3,0,120,,,3,,440,G,1,,,1,,,1,,,1,1,,,,1,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6200/chatelineau/vwd13923
Residence,To be renovated,Farciennes,6240,75000,3,1,179,1918,0,3,1,569,G,,1,,1,,0,,,,1,1,,0,,,1,,https://immovlan.be/en/detail/residence/for-sale/6240/farciennes/vbc88142
Residence,To be renovated,Farciennes,6240,120000,4,2,130,,0,4,,608,G,,1,,1,,,,,,,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6240/farciennes/vbc91239
Residence,Normal,Pironchamps,6240,99000,2,1,82,,0,,,444,G,,,,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6240/pironchamps/vbc91489
Residence,To be renovated,Gerpinnes,6280,140000,4,1,90,,0,2,,,,,,,,,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/6280/gerpinnes/vbc91754
Residence,Normal,Gerpinnes,6280,230000,3,2,165,,0,,,273,E-,,,,,,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/6280/gerpinnes/vbc91755
Residence,,Erquelinnes,6560,80000,2,1,75,,,2,,495,G,,1,15,1,100,,,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbc66240
Residence,,Erquelinnes,6560,285000,3,1,185,,,4,,471,G,,1,20,1,740,,,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbc74798
Residence,,Erquelinnes,6560,97500,2,1,88,,,3,,211,E+,,,,,,,,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbc88870
Residence,,Hantes-Wihéries,6560,195000,3,1,140,,,3,,409,G,,1,65,1,,,,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6560/hantes-wiheries/vbc76521
Residence,,Hantes-Wihéries,6560,145000,7,1,161,,,4,,501,G,,1,30,1,850,,1,0,,0,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/6560/hantes-wiheries/vbc91512
Residence,,Martelange,6630,350000,,0,,,,,,,,,,,,,,,0,,0,,,,0,0,,,https://immovlan.be/en/detail/residence/for-sale/6630/martelange/vbc91439
Residence,,Martelange,6630,450000,,0,,,,,,,,,,,,,,,0,,0,,,,0,0,,,https://immovlan.be/en/detail/residence/for-sale/6630/martelange/vbc91440
Residence,Normal,Houffalize,6660,385000,4,0,,,,,,412,G,,,,,,,,,,0,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6660/houffalize/vbc91456
Residence,Normal,Arlon,6700,350000,4,1,125,,0,2,,238,E,1,1,35,1,,,1,0,,0,0,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbc56198
Residence,,Hondelange,6780,540000,4,2,120,2017,0,3,,92,B-,,1,,1,,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/6780/hondelange/vbc91482
Residence,Normal,Libramont-Chevigny,6800,449000,5,2,273,1978,0,4,,294,F,1,1,35,1,780,,1,,,1,,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6800/libramont-chevigny/vbc87210
Residence,Normal,Bouillon,6830,225000,4,2,171,1955,,,,286,F,,,,1,1333,,,,,0,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/vbc91459
Residence,,Paliseul,6850,195000,3,2,200,,0,2,,568,G,,,,,,,,0,,0,1,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vbc91362
Residence,,Wellin,6920,270000,4,5,220,1850,0,3,,629,G,,1,100,1,1210,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/6920/wellin/vbc91478
Residence,Normal,Durbuy,6940,395000,5,1,150,1971,0,4,,293,F,1,1,30,1,,0,1,,,,1,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbc91432
Residence,Excellent,Ortho,6983,335000,3,2,141,2022,0,3,1,90,B-,1,1,27,1,2885,,,,,,,,0,1,,0,Hot air,https://immovlan.be/en/detail/residence/for-sale/6983/ortho/vbc91501
Residence,To be renovated,Jemappes,7012,100000,2,0,,,,2,,493,G,,,,1,,,,0,,0,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbc91420
Residence,Normal,Jemappes,7012,80000,2,1,74,,,2,1,459,G,,1,6,1,67,,,,,1,,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbc91623
Residence,,Jemappes,7012,165000,3,0,167,,,3,,605,G,1,,,1,585,,1,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vwd13935
Residence,,Braine-le-Comte,7090,145000,2,1,89,,,2,,186,D,,,,,,,,0,,0,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbc91494
Residence,,Braine-le-Comte,7090,375000,3,1,150,,,2,,103,C+,,,,,,,1,0,,0,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbc91497
Residence,Normal,Haine-Saint-Pierre,7100,195000,3,1,185,1945,,2,,194,D-,1,1,25,,,,,,,1,1,,,,1,,Gas,https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbc88244
Residence,To be renovated,La,7100,110000,2,1,135,1975,,2,,471,G,,,,1,,,,,,1,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbc91548
Residence,New,Houdeng-Aimeries,7110,280000,4,2,142,,0,2,2,,,,1,,1,,,1,,,,,,,,,0,,https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-aimeries/vbc91505
Residence,Normal,Manage,7170,239999,2,1,172,1900,0,2,2,133,C-,1,1,,1,,0,,,,,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/7170/manage/vbc91267
Residence,,Hautrage,7334,225000,4,1,,,,4,,603,G,,,,,,,1,0,,1,,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/7334/hautrage/vbc91479
Residence,To be renovated,Blaugies,7370,210000,3,2,178,,0,3,,479,G,,1,,1,,,1,0,,0,1,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/7370/blaugies/vbc91385
Residence,Excellent,Dour,7370,175000,3,2,,,,2,,231,E+,1,1,30,,,,,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7370/dour/vbc91269
Residence,New,Roisin,7387,199000,3,1,100,,,3,,,,,1,,1,,,1,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/7387/roisin/vbc91555
Residence,To restore,Quaregnon,7390,40000,2,1,97,,,2,,554,G,,,,1,30,,,,,,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/7390/quaregnon/vbc91270
Residence,To be renovated,Tournai,7500,398000,4,4,247,,0,2,,323,F,,,,,,,1,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc91441
Residence,To be renovated,Péruwelz,7600,85000,2,1,180,,0,2,1,645,G,,,,1,,,,0,,0,1,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/7600/peruwelz/vbc91414
Residence,,Péruwelz,7600,350000,5,1,363,,0,2,2,,,,,,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7600/peruwelz/vbc91742
Residence,Normal,Calonne,7642,189000,2,1,131,1950,0,2,,343,F,1,1,,1,,0,,,,1,1,,0,,,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/7642/calonne/vbc91384
Residence,Excellent,Mouscron,7700,229000,3,1,127,,0,2,,261,E-,1,1,,1,200,,,,,,1,,0,,1,0,Gas,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc91507
Residence,Normal,Mouscron,7700,139000,3,1,95,1951,0,2,2,167,D+,1,1,11,1,50,,,,,,,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc91516
Residence,To be renovated,Dottignies,7711,239000,4,1,,,0,2,,303,F,,,,,,,1,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/7711/dottignies/vbc91577
Residence,Normal,Mont-de-l'Enclus,7750,370000,4,3,211,1945,0,4,2,268,E-,1,1,,1,898,0,1,,,1,1,,0,1,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7750/mont-de-l-enclus/rbt68680
Residence,To be renovated,Ath,7800,180000,2,2,141,1931,0,2,,519,G,,1,,1,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7800/ath/vbc91580
Residence,Normal,Enghien,7850,335000,4,2,140,2004,0,2,,135,C-,,1,40,,,,,0,,0,0,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbc91403
Residence,Normal,Wannebecq,7861,220000,3,1,159,,0,3,2,508,G,,,,1,410,,1,,,1,1,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/7861/wannebecq/vbc59815
Residence,Excellent,Buissenal,7911,429000,4,2,225,,,4,,248,E,,1,,1,1340,1,1,,,1,,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/7911/buissenal/rbt72297
Residence,,Saint-Sauveur,7912,645000,4,2,246,2001,0,,,138,C-,,,,,,,1,0,,0,,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/7912/saint-sauveur/rbt72492
Residence,Normal,Chièvres,7950,250000,4,2,170,,0,,,175,D,,1,,1,,0,1,0,0,0,0,,0,0,0,0,,https://immovlan.be/en/detail/residence/for-sale/7950/chievres/vbc91425
Residence,Excellent,Brugge,8000,,2,2,104,1590,,,,258,E-,,1,,,,0,,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbt72455
Residence,,Brugge,8000,485000,4,2,,,,2,,,,,1,1,,,,1,0,0,0,,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbt72483
Residence,Excellent,Sint-Michiels,8200,589800,4,2,224,1960,0,4,3,369,G,1,1,20,1,450,0,1,,,,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8200/sint-michiels/rbt72474
Residence,,Assebroek,8310,479000,3,1,170,,,,,375,G,,1,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8310/assebroek/rbt72333
Residence,Normal,Assebroek,8310,295000,4,1,252,1968,,3,,412,G,1,1,25,1,85,,1,1,,,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8310/assebroek/rwc39946
Residence,Excellent,Blankenberge,8370,95000,3,2,40,,1,4,1,,,1,1,,1,,0,,,,,,,0,,,0,Electricity,https://immovlan.be/en/detail/residence/for-sale/8370/blankenberge/rbt72237
Residence,,Oostende,8400,265000,7,2,362,,,2,,442,G,,,,,,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8400/oostende/rbt72279
Residence,,Oostende,8400,320000,4,0,,,,2,,275,F,,,,,,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8400/oostende/rbt72601
Residence,,Leffinge,8432,249000,3,2,121,1962,,4,,762,G,1,,,1,,0,1,0,0,0,1,,0,0,0,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8432/leffinge/rbt03440
Residence,Excellent,Bredene,8450,305000,3,1,186,,0,2,,374,G,,1,,1,,,,,,,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8450/bredene/rbt72277
Residence,,Bredene,8450,289000,3,0,141,,,2,,310,F,,,,,,,,,,,,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8450/bredene/rbt72602
Residence,,Gistel,8470,430000,3,2,195,2025,,4,,,,,,,1,,0,,0,0,0,0,,0,,0,0,,https://immovlan.be/en/detail/residence/for-sale/8470/gistel/rbt70220
Residence,,Gistel,8470,249000,3,2,,1959,,3,1,828,G,,,,,,,1,0,0,0,,,0,0,0,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8470/gistel/rbt72500
Residence,,Ichtegem,8480,245000,3,1,,,,3,,504,G,,,,1,,0,1,0,0,0,0,,0,0,0,1,Gas,https://immovlan.be/en/detail/residence/for-sale/8480/ichtegem/rbt70221
Residence,,Kortrijk,8500,158000,2,1,143,1918,,2,3,807,G,,,,1,,,,0,0,0,1,,0,0,0,0,Electricity,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt02313
Residence,,Kortrijk,8500,349000,3,2,186,1930,,3,,162,D+,1,1,,,,,1,,,1,1,,,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt72244
Residence,,Kortrijk,8500,1595000,5,3,835,1974,0,4,1,192,D-,,1,100,1,1500,1,1,0,,0,0,,1,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt72447
Residence,,Kortrijk,8500,149500,3,1,120,1945,0,3,3,224,E+,1,1,,1,45,,,,,,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt72626
Residence,,Kortrijk,8500,165000,3,1,,,,2,,743,G,,1,,,,,,,,1,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt72644
Residence,Normal,Heule,8501,325000,3,2,150,1930,0,2,3,143,C-,1,1,20,1,220,,,,,,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8501/heule/rbt72625
Residence,Normal,Heule,8501,319000,4,1,,,0,2,,256,E-,,,,1,160,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8501/heule/rbt72715
Residence,To be renovated,Marke,8510,219000,3,1,166,,0,3,,492,G,,1,20,1,450,,1,0,,0,1,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8510/marke/rbt72318
Residence,,Aalbeke,8511,295000,3,2,196,1971,,2,2,369,G,,1,,1,,,1,0,0,0,1,,0,,0,0,,https://immovlan.be/en/detail/residence/for-sale/8511/aalbeke/rbt68813
Residence,To renovate,Kuurne,8520,110000,3,1,120,,,,,639,G,,,,,,,,,,0,1,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8520/kuurne/rbt68979
Residence,New,Harelbeke,8530,358500,4,2,152,2026,0,2,,,,,,,,,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/8530/harelbeke/rbt72716
Residence,New,Harelbeke,8530,358500,4,2,154,2026,0,2,,,,,,,,,,,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/8530/harelbeke/rbt72717
Residence,Normal,Bavikhove,8531,385000,3,2,205,1975,0,4,,394,G,,,,,,,1,0,,0,,,0,,,,Electricity,https://immovlan.be/en/detail/residence/for-sale/8531/bavikhove/rbt72713
Residence,To be renovated,Zwevegem,8550,1079000,5,2,237,,0,4,,568,G,1,,,1,,1,1,0,,0,1,,0,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8550/zwevegem/rbt67350
Residence,,Zwevegem,8550,,5,1,276,2008,,4,2,96,C+,1,1,,1,,,,0,0,0,1,,0,0,1,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8550/zwevegem/rbt67501
Residence,,Heestert,8551,,3,2,170,2015,,4,2,72,B,1,1,,1,,0,1,0,0,0,1,,0,0,1,0,,https://immovlan.be/en/detail/residence/for-sale/8551/heestert/rbt69423
Residence,Excellent,Diksmuide,8600,405000,4,1,210,,,3,,30,A-,,1,,1,,,1,,,,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8600/diksmuide/rbt72281
Residence,,Kortemark,8610,319000,4,2,237,1950,,2,2,345,G,1,1,28,1,,0,1,0,0,0,1,,0,0,0,0,,https://immovlan.be/en/detail/residence/for-sale/8610/kortemark/rbt69991
Residence,New,Kortemark,8610,548850,4,2,193,2025,0,3,1,,,,1,25,1,,,1,0,,0,0,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/8610/kortemark/rbt72449
Residence,To be renovated,Merkem,8650,238000,3,2,168,1930,0,4,,1022,G,,1,,1,,,1,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/8650/merkem/rbt72696
Residence,To renovate,Koksijde,8670,295000,5,1,185,1937,1,,2,605,G,,,,,,,1,,,1,0,,0,,,0,Gas,https://immovlan.be/en/detail/residence/for-sale/8670/koksijde/rbt72255
Residence,Excellent,Koksijde,8670,695000,3,2,184,1970,,4,,50,B+,,1,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8670/koksijde/rbt72451
Residence,,Koekelare,8680,359000,3,1,204,1978,,4,,313,F,1,,,1,,0,1,0,0,0,0,,0,0,0,0,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8680/koekelare/rbt26655
Residence,To be renovated,Alveringem,8690,225000,3,0,210,1930,,3,,884,G,,1,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8690/alveringem/rbt72343
Residence,Excellent,Tielt,8700,665000,3,4,317,2002,,4,,192,D-,,1,66,1,,0,,0,,0,0,,,1,,,,https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbt72387
Residence,New,Tielt,8700,451800,4,2,162,,,4,,,,,,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbt72402
Residence,New,Tielt,8700,447400,4,2,159,,,4,,,,,,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8700/tielt/rbt72403
Residence,Normal,Ooigem,8710,899000,5,4,,1941,0,4,,,,,,,,,,1,0,,0,,,0,,,,,https://immovlan.be/en/detail/residence/for-sale/8710/ooigem/rbt72718
Residence,Normal,Oostrozebeke,8780,349000,3,2,145,,0,3,,79,B-,,1,58,,,,,0,,0,,,0,,,,Gas,https://immovlan.be/en/detail/residence/for-sale/8780/oostrozebeke/rbt72719
Residence,Excellent,Waregem,8790,535000,5,1,495,1962,,4,,295,F,,,,1,,0,1,0,,0,1,,,1,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbt72374
Residence,,Beveren-Leie,8791,225000,,0,123,1962,,,,1052,G,,,,1,,0,1,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbt67755
Residence,,Beveren-Leie,8791,265000,3,2,165,1960,,,,495,G,,1,,1,,0,1,0,,0,1,,,,,,Fuel oil,https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbt72444
Residence,Excellent,Desselgem,8792,329000,3,1,162,,,4,,369,G,,1,30,1,200,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8792/desselgem/rbt72400
Residence,,Roeselare,8800,240000,5,0,,,,2,,701,G,,,,1,,0,1,0,0,0,1,,0,,0,0,,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbt68236
Residence,New,Roeselare,8800,415000,3,2,,,,,,,,,1,,1,,0,,0,,0,0,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbt68503
Residence,Excellent,Roeselare,8800,560000,4,1,440,1981,,4,,185,D,,1,,1,706,0,1,0,,0,0,,,,1,,Gas,https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbt72439
Residence,To be renovated,Lichtervelde,8810,249000,4,1,126,,,3,,619,G,,1,,1,,0,1,0,,0,1,,,,,,,https://immovlan.be/en/detail/residence/for-sale/8810/lichtervelde/rbt72399
